Descripcion;Identificador;Titulo;Año;Prevision Inicial ;IngresoClassificationPath;
35;2020-491-35;AYUDA ASOCIADA VACUNO DE CEBO;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
36;2020-491-36;AYUDAS GANADEROS OVINO Y CAPRINO DERECHOS ESPECIALES;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
37;2020-491-37;AYUDA ASOCIADA LEGUMBRES DE CALIDAD;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
38;2020-491-38;AYUDAS FRUTOS DE CÁSCARA Y ALGARROBAS;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
39;2020-491-39;AYUDA ASOCIADA TOMATE PARA INDUSTRIA;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
40;2020-491-40;AYUDA ASOCIADA CULTIVOS PROTEICOS;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
41;2020-491-41;REEMBOLSO DISCIPLINA FINANCIERA;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
43;2020-491-43;AYUDA COSECHA EN VERDE-COVID 19;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
44;2020-491-44;AYUDAS AL ALMACENAMIENTO PRIVADO DE VINO EN CASOS DE CRISIS COVID-19;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
00;2020-493-00;PROGRAMA DE DESARROLLO RURAL;2020;3076000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 493 FONDO EUROPEO AGRICOLA DE DESARROLLO RURAL (FEADER);
00;2020-499-00;OTROS PROGRAMAS EUROPEOS;2020;334000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 499 OTRAS TRANSFERENCIAS DEL EXTERIOR;
02;2020-515-02;A ENTIDADES PUBLICAS EMPRESARIALES;2020;71500;Comunidad Autónoma de La Rioja, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 515 A LA COMUNIDAD AUTONOMA DE LA RIOJA, 5 INGRESOS PATRIMONIALES;
03;2020-515-03;A SOCIEDADES PUBLICAS;2020;14900;Comunidad Autónoma de La Rioja, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 515 A LA COMUNIDAD AUTONOMA DE LA RIOJA, 5 INGRESOS PATRIMONIALES;
99;2020-515-99;A OTROS ENTES PUBLICOS;2020;2500;Comunidad Autónoma de La Rioja, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 515 A LA COMUNIDAD AUTONOMA DE LA RIOJA, 5 INGRESOS PATRIMONIALES;
01;2020-516-01;AYUNTAMIENTO DE LOGROÑO. V.P.O. RUAVIEJA;2020;42200;Comunidad Autónoma de La Rioja, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 516 A CORPORACIONES LOCALES, 5 INGRESOS PATRIMONIALES;
04;2020-516-04;AYUNTAMIENTO DE LOGROÑO.REHABILITACION CASCO ANTIGUO;2020;14200;Comunidad Autónoma de La Rioja, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 516 A CORPORACIONES LOCALES, 5 INGRESOS PATRIMONIALES;
01;2020-518-01;OTROS GRUPOS DE VIVIENDAS PROTECCION OFICIAL;2020;1000;Comunidad Autónoma de La Rioja, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 518 A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO, 5 INGRESOS PATRIMONIALES;
  ;2020-520-  ;INTERESES DE CUENTAS BANCARIAS;2020;5000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 520 INTERESES DE CUENTAS BANCARIAS, 52 INTERESES DE DEPOSITOS;
01;2020-540-01;ARRENDAMIENTOS PARA VIVIENDA;2020;65300;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 54 RENTAS DE BIENES INMUEBLES, 540 ARRENDAMIENTOS DE FINCAS URBANAS;
08;2020-540-08;ARRENDAMIENTOS PARA USOS DISTINTOS DE VIVIENDAS;2020;18800;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 54 RENTAS DE BIENES INMUEBLES, 540 ARRENDAMIENTOS DE FINCAS URBANAS;
01;2020-550-01;CONCESION EXPOLTACION CAFETERIAS CENTROS HOSPITALARIOS;2020;4000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 550 CONCESIONES ADMINISTRATIVAS;
03;2020-550-03;CONCESION EXPLOTACION RESIDENCIA DE ARNEDO;2020;5000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 550 CONCESIONES ADMINISTRATIVAS;
05;2020-550-05;EXPLOTACION BAR-RESTAURANTE DE EL RASILLO;2020;10000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 550 CONCESIONES ADMINISTRATIVAS;
07;2020-550-07;CONCESION EXPLOTACION RESIDENCIA ALBELDA DE IREGUA;2020;13600;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 550 CONCESIONES ADMINISTRATIVAS;
10;2020-550-10;RESIDENCIA ALZHEIMER;2020;14000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 550 CONCESIONES ADMINISTRATIVAS;
12;2020-550-12;CENTRO SOCIOSANITARIO DE CONVALECENCIA DE HARO;2020;9300;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 550 CONCESIONES ADMINISTRATIVAS;
99;2020-550-99;OTRAS CONCESIONES;2020;300500;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 550 CONCESIONES ADMINISTRATIVAS;
00;2020-551-00;GESTION FONDO MEJORAS EN MONTES DE ENTIDADES LOCALES;2020;70000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 551 APROVECHAMIENTOS ESPECIALES;
01;2020-551-01;APROVECHAMIENTO DE MONTES COMUNIDAD AUTONOMA DE LA RIOJA;2020;500000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 551 APROVECHAMIENTOS ESPECIALES;
09;2020-551-09;OTROS APROVECHAMIENTOS;2020;9000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 551 APROVECHAMIENTOS ESPECIALES;
00;2020-599-00;FACTURACION CONSUMO AGUA LA GRAJERA;2020;16500;Comunidad Autónoma de La Rioja, 59 OTROS INGRESOS PATRIMONIALES, 5 INGRESOS PATRIMONIALES, 599 OTROS INGRESOS PATRIMONIALES;
  ;2020-619-  ;VENTA DE OTRAS INVERSIONES REALES;2020;1000000;Comunidad Autónoma de La Rioja, 6 ENAJENACION DE INVERSIONES REALES, 61 DE LAS DEMAS INVERSIONES REALES, 619 VENTA DE OTRAS INVERSIONES REALES;
  ;2020-681-  ;DEL PRESUPUESTO CORRIENTE;2020;200000;Comunidad Autónoma de La Rioja, 6 ENAJENACION DE INVERSIONES REALES, 68 REINTEGROS POR OPERACIONES DE CAPITAL, 681 DEL PRESUPUESTO CORRIENTE;
00;2020-701-00;SANIDAD, CONSUMO Y BIENESTAR SOCIAL;2020;0;Comunidad Autónoma de La Rioja, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES, 7 TRANSFERENCIAS DE CAPITAL;
01;2020-701-01;AGRICULTURA, PESCA Y ALIMENTACION;2020;756000;Comunidad Autónoma de La Rioja, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES, 7 TRANSFERENCIAS DE CAPITAL;
04;2020-701-04;EDUCACION Y FORMACION PROFESIONAL;2020;179400;Comunidad Autónoma de La Rioja, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES, 7 TRANSFERENCIAS DE CAPITAL;
06;2020-701-06;FOMENTO;2020;6188000;Comunidad Autónoma de La Rioja, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES, 7 TRANSFERENCIAS DE CAPITAL;
08;2020-701-08;HACIENDA;2020;0;Comunidad Autónoma de La Rioja, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES, 7 TRANSFERENCIAS DE CAPITAL;
16;2020-701-16;TRANSICION ECOLOGICA;2020;120000;Comunidad Autónoma de La Rioja, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES, 7 TRANSFERENCIAS DE CAPITAL;
00;2020-710-00;SERVICIO PÚBLICO DE EMPLEO ESTATAL;2020;387000;Comunidad Autónoma de La Rioja, 710 DE ORGANISMOS AUTÓNOMOS, 71 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO, 7 TRANSFERENCIAS DE CAPITAL;
05;2020-710-05;I.N.I.A.;2020;0;Comunidad Autónoma de La Rioja, 710 DE ORGANISMOS AUTÓNOMOS, 71 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO, 7 TRANSFERENCIAS DE CAPITAL;
00;2020-730-00;IDAE;2020;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 73 ENTID.PUBL.EMPRES.,OTROS ORG.PUBL.Y SOC.,MERCANT.ESTAT., 730 ENTIDADES PUBLICAS EMPRES. Y OTROS ORGANISMOS PUBLICOS;
09;2020-760-09;OTROS AYUNTAMIENTOS;2020;113200;Comunidad Autónoma de La Rioja, 760 DE AYUNTAMIENTOS, 76 DE CORPORACIONES LOCALES, 7 TRANSFERENCIAS DE CAPITAL;
00;2020-790-00;PROGRAMA COMPETITIVIDAD REGIONAL Y EMPLEO;2020;5000000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 79 DEL EXTERIOR, 790 PROGRAMA OPERATIVO FONDO EUROPEO DE DESARROLLO REGIONAL (FEDER);
00;2020-791-00;OCM VINO INVERSIONES;2020;4021000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 79 DEL EXTERIOR, 791 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
01;2020-791-01;OCM VINO REESTRUCTURACION DE VIÑEDO;2020;2980000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 79 DEL EXTERIOR, 791 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
00;2020-793-00;PROGRAMA DE DESARROLLO RURAL;2020;7453000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 79 DEL EXTERIOR, 793 FONDO EUROPEO AGRICOLA DE DESARROLLO RURAL (FEADER);
  ;2020-820-  ;A CORTO PLAZO;2020;10000000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 820 A CORTO PLAZO;
03;2020-821-03;AYUNTAMIENTO DE LOGROÑO. 73 VIVIENDAS RUAVIEJA;2020;243200;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
04;2020-821-04;AYUNTAMIENTO DE LOGROÑO. 27 VIVIENDAS RUAVIEJA;2020;152700;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
06;2020-821-06;AYUNTAMIENTO DE LOGROÑO CASCO HISTORICO;2020;72400;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
07;2020-821-07;ADER-BEI;2020;2895000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
08;2020-821-08;ADER-ICO FF;2020;343000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
09;2020-821-09;LA RIOJA TURISMO-ICO FF;2020;432000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
00;2020-830-00;REINTEGRO DE ANTICIPOS AL PERSONAL DE LA COMUNIDAD AUTONOMA;2020;19000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 83 REINTEGRO DE PRESTAMOS CONCEDIDOS FUERA DEL SECTOR PUBLICO, 830 A CORTO PLAZO;
00;2020-831-00;REINTEGRO DE ANTICIPOS A LARGO PLAZO;2020;100;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 83 REINTEGRO DE PRESTAMOS CONCEDIDOS FUERA DEL SECTOR PUBLICO, 831 A LARGO PLAZO;
01;2020-831-01;OTROS GRUPOS DE VIVIENDAS;2020;0;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 83 REINTEGRO DE PRESTAMOS CONCEDIDOS FUERA DEL SECTOR PUBLICO, 831 A LARGO PLAZO;
31;2020-831-31;AMPLIACIÓN REGADIO LA LLANADA DE ALDEANUEVA DE EBRO;2020;28300;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 83 REINTEGRO DE PRESTAMOS CONCEDIDOS FUERA DEL SECTOR PUBLICO, 831 A LARGO PLAZO;
32;2020-831-32;CAPTACION, BALSA Y DISTRIBUCION AGUA RIEGO EN SANTURDEJO;2020;26400;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 83 REINTEGRO DE PRESTAMOS CONCEDIDOS FUERA DEL SECTOR PUBLICO, 831 A LARGO PLAZO;
  ;2020-860-  ;RECUPERACION DE RIESGOS ASUMIDOS EN AVALES.;2020;1000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 86 REMUNERACION PRESTAMOS Y CREDITOS AVALADOS, 860 RECUPERACION DE RIESGOS ASUMIDOS EN AVALES.;
00;2020-871-00;REMANENTE DE TESORERIA AFECTADO;2020;0;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 87 REMANENTE DE TESORERIA, 871 REMANENTE DE TESORERIA AFECTADO;
  ;2020-901-  ;A LARGO PLAZO;2020;50900;Comunidad Autónoma de La Rioja, 90 EMISION DE DEUDA PUBLICA EN MONEDA NACIONAL, 9 PASIVOS FINANCIEROS, 901 A LARGO PLAZO;
  ;2020-912-  ;PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO;2020;154000000;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 912 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO, 9 PASIVOS FINANCIEROS;
00;2020-912-00;RDL 17/2014.TRAMO I;2020;0;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 912 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO, 9 PASIVOS FINANCIEROS;
01;2020-912-01;RDL 17/2014, DÉFICIT  DEL EJERCICIO  2019;2020;0;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 912 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO, 9 PASIVOS FINANCIEROS;
02;2020-912-02;RDL 17/2014, DÉFICIT  DEL EJERCICIO  2020;2020;0;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 912 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO, 9 PASIVOS FINANCIEROS;
03;2020-912-03;FACILIDAD FINANCIERA RDL 17/2014.APARTADO F). LIQ.NEGATIVAS 2008 Y 2009;2020;0;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 912 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO, 9 PASIVOS FINANCIEROS;
00;2020-913-00;FINANCIACIÓN GENERAL;2020;144368124;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 913 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DE FUERA DEL SECTOR PUBLICO, 9 PASIVOS FINANCIEROS;
02;2020-913-02;FINANCIACIÓN LIQUIDACION NEGATIVA 2008 Y 2009;2020;10000000;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 913 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DE FUERA DEL SECTOR PUBLICO, 9 PASIVOS FINANCIEROS;
