Descripcion;Identificador;Titulo;Año;Prevision Inicial ;IngresoClassificationPath;
12;2021-550-12;CENTRO SOCIOSANITARIO DE CONVALECENCIA DE HARO;2021;9400;Comunidad Autónoma de La Rioja, 550 CONCESIONES ADMINISTRATIVAS, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES;
99;2021-550-99;OTRAS CONCESIONES;2021;303400;Comunidad Autónoma de La Rioja, 550 CONCESIONES ADMINISTRATIVAS, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES;
00;2021-551-00;GESTION FONDO MEJORAS EN MONTES DE ENTIDADES LOCALES;2021;52000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 551 APROVECHAMIENTOS ESPECIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES;
01;2021-551-01;APROVECHAMIENTO DE MONTES COMUNIDAD AUTONOMA DE LA RIOJA;2021;450000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 551 APROVECHAMIENTOS ESPECIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES;
09;2021-551-09;OTROS APROVECHAMIENTOS;2021;9000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 551 APROVECHAMIENTOS ESPECIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES;
00;2021-599-00;FACTURACION CONSUMO AGUA LA GRAJERA;2021;16700;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 59 OTROS INGRESOS PATRIMONIALES, 599 OTROS INGRESOS PATRIMONIALES;
  ;2021-619-  ;VENTA DE OTRAS INVERSIONES REALES;2021;100000;Comunidad Autónoma de La Rioja, 61 DE LAS DEMAS INVERSIONES REALES, 6 ENAJENACION DE INVERSIONES REALES, 619 VENTA DE OTRAS INVERSIONES REALES;
  ;2021-681-  ;DEL PRESUPUESTO CORRIENTE;2021;10000;Comunidad Autónoma de La Rioja, 681 DEL PRESUPUESTO CORRIENTE, 68 REINTEGROS POR OPERACIONES DE CAPITAL, 6 ENAJENACION DE INVERSIONES REALES;
00;2021-701-00;SANIDAD;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
01;2021-701-01;AGRICULTURA, PESCA Y ALIMENTACION;2021;721505;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
04;2021-701-04;EDUCACION Y FORMACION PROFESIONAL;2021;259000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
05;2021-701-05;POLITICA TERRITORIAL Y FUNCION PUBLICA;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
06;2021-701-06;TRANSPORTES, MOVILIDAD Y AGENDA URBANA;2021;6324000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
08;2021-701-08;HACIENDA;2021;800000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
09;2021-701-09;ASUNTOS ECONOMICOS Y TRANSFORMACION DIGITAS;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
10;2021-701-10;JUSTICIA;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
13;2021-701-13;CULTURA Y DEPORTE;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
16;2021-701-16;TRANSICION ECOLOGICA Y RETO DEMOGRÁFICO;2021;2157000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
17;2021-701-17;DERECHOS SOCIALES Y AGENDA 2030;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
18;2021-701-18;IGUALDAD;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACION DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
00;2021-710-00;SERVICIO PÚBLICO DE EMPLEO ESTATAL;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 71 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO, 710 DE ORGANISMOS AUTÓNOMOS;
05;2021-710-05;AGENCIA ESTATAL DE INVESTIGACIÓN;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 71 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO, 710 DE ORGANISMOS AUTÓNOMOS;
06;2021-710-06;CONSEJO SUPERIOR DE DEPORTES;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 71 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO, 710 DE ORGANISMOS AUTÓNOMOS;
08;2021-710-08;PARQUES NACIONALES;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 71 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO, 710 DE ORGANISMOS AUTÓNOMOS;
00;2021-730-00;IDAE;2021;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 73 ENTID.PUBL.EMPRES.,OTROS ORG.PUBL.Y SOC.,MERCANT.ESTAT., 730 ENTIDADES PUBLICAS EMPRES. Y OTROS ORGANISMOS PUBLICOS;
09;2021-760-09;OTROS AYUNTAMIENTOS;2021;115500;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 76 DE CORPORACIONES LOCALES, 760 DE AYUNTAMIENTOS;
00;2021-790-00;PROGRAMA COMPETITIVIDAD REGIONAL Y EMPLEO;2021;1153000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 790 PROGRAMA OPERATIVO FONDO EUROPEO DE DESARROLLO REGIONAL (FEDER), 79 DEL EXTERIOR;
00;2021-791-00;OCM VINO INVERSIONES;2021;1252230;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 791 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 79 DEL EXTERIOR;
01;2021-791-01;OCM VINO REESTRUCTURACION DE VIÑEDO;2021;4000000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 791 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 79 DEL EXTERIOR;
00;2021-793-00;PROGRAMA DE DESARROLLO RURAL;2021;9184880;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 793 FONDO EUROPEO AGRICOLA DE DESARROLLO RURAL (FEADER), 79 DEL EXTERIOR;
  ;2021-820-  ;A CORTO PLAZO;2021;5000000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 820 A CORTO PLAZO;
03;2021-821-03;AYUNTAMIENTO DE LOGROÑO. 73 VIVIENDAS RUAVIEJA;2021;0;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
04;2021-821-04;AYUNTAMIENTO DE LOGROÑO. 27 VIVIENDAS RUAVIEJA;2021;167700;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
06;2021-821-06;AYUNTAMIENTO DE LOGROÑO CASCO HISTORICO;2021;79500;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
07;2021-821-07;ADER-BEI;2021;2895000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
08;2021-821-08;ADER-ICO FF;2021;579500;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
09;2021-821-09;LA RIOJA TURISMO-ICO FF;2021;432000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRESTAMOS CONCEDIDOS AL SECTOR PUBLICO, 821 A LARGO PLAZO;
00;2021-830-00;REINTEGRO DE ANTICIPOS AL PERSONAL DE LA COMUNIDAD AUTONOMA;2021;1000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 83 REINTEGRO DE PRESTAMOS CONCEDIDOS FUERA DEL SECTOR PUBLICO, 830 A CORTO PLAZO;
00;2021-831-00;REINTEGRO DE ANTICIPOS A LARGO PLAZO;2021;100;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 83 REINTEGRO DE PRESTAMOS CONCEDIDOS FUERA DEL SECTOR PUBLICO, 831 A LARGO PLAZO;
31;2021-831-31;AMPLIACIÓN REGADIO LA LLANADA DE ALDEANUEVA DE EBRO;2021;28300;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 83 REINTEGRO DE PRESTAMOS CONCEDIDOS FUERA DEL SECTOR PUBLICO, 831 A LARGO PLAZO;
32;2021-831-32;CAPTACION, BALSA Y DISTRIBUCION AGUA RIEGO EN SANTURDEJO;2021;26400;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 83 REINTEGRO DE PRESTAMOS CONCEDIDOS FUERA DEL SECTOR PUBLICO, 831 A LARGO PLAZO;
  ;2021-860-  ;RECUPERACION DE RIESGOS ASUMIDOS EN AVALES.;2021;1000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 86 REMUNERACION PRESTAMOS Y CREDITOS AVALADOS, 860 RECUPERACION DE RIESGOS ASUMIDOS EN AVALES.;
00;2021-871-00;FINANCIACIÓN AFECTADA;2021;0;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 87 REMANENTE DE TESORERIA, 871 REMANENTE DE TESORERIA AFECTADO;
02;2021-871-02;FINANCIACIÓN COVID-19;2021;0;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 87 REMANENTE DE TESORERIA, 871 REMANENTE DE TESORERIA AFECTADO;
  ;2021-901-  ;A LARGO PLAZO;2021;25000;Comunidad Autónoma de La Rioja, 9 PASIVOS FINANCIEROS, 90 EMISION DE DEUDA PUBLICA EN MONEDA NACIONAL, 901 A LARGO PLAZO;
  ;2021-912-  ;PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO;2021;0;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 9 PASIVOS FINANCIEROS, 912 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO;
00;2021-912-00;RDL 17/2014 APARTADOS A,B,C Y D;2021;266500000;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 9 PASIVOS FINANCIEROS, 912 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO;
02;2021-912-02;RDL 17/2014 APARTADO E DEFICIT 2021;2021;95000000;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 9 PASIVOS FINANCIEROS, 912 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO;
03;2021-912-03;RDL 17/2014 APARTADO F LIQUIDACION NEGATIVA 2008-2009;2021;9900000;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 9 PASIVOS FINANCIEROS, 912 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO;
04;2021-912-04;FONDO DE LIQUIDEZ REACT-UE;2021;0;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 9 PASIVOS FINANCIEROS, 912 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PUBLICO;
00;2021-913-00;FINANCIACIÓN GENERAL;2021;111067691;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 9 PASIVOS FINANCIEROS, 913 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DE FUERA DEL SECTOR PUBLICO;
02;2021-913-02;FINANCIACIÓN LIQUIDACION NEGATIVA 2008 Y 2009;2021;0;Comunidad Autónoma de La Rioja, 91 PRESTAMOS RECIBIDOS EN MONEDA NACIONAL, 9 PASIVOS FINANCIEROS, 913 PRESTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DE FUERA DEL SECTOR PUBLICO;
