Descripcion;Identificador;Titulo;Año;Prevision Inicial ;IngresoClassificationPath;
09;2023-821-09;LA RIOJA 360 AVANZA-ICO FF;2023;432000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRÉSTAMOS CONCEDIDOS AL SECTOR PÚBLICO, 821 A LARGO PLAZO;
10;2023-821-10;UNIVERSIDAD DE LA RIOJA;2023;48100;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRÉSTAMOS CONCEDIDOS AL SECTOR PÚBLICO, 821 A LARGO PLAZO;
00;2023-830-00;REINTEGRO DE ANTICIPOS AL PERSONAL DE LA COMUNIDAD AUTÓNOMA;2023;100;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 83 REINTEGRO DE PRÉSTAMOS CONCEDIDOS FUERA DEL SECTOR PÚBLICO, 830 A CORTO PLAZO;
00;2023-831-00;REINTEGRO DE ANTICIPOS A LARGO PLAZO;2023;100;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 831 A LARGO PLAZO, 83 REINTEGRO DE PRÉSTAMOS CONCEDIDOS FUERA DEL SECTOR PÚBLICO;
31;2023-831-31;AMPLIACIÓN REGADÍO LA LLANADA DE ALDEANUEVA DE EBRO;2023;0;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 831 A LARGO PLAZO, 83 REINTEGRO DE PRÉSTAMOS CONCEDIDOS FUERA DEL SECTOR PÚBLICO;
00;2023-860-00;RECUPERACIÓN DE RIESGOS ASUMIDOS EN AVALES;2023;1000;Comunidad Autónoma de La Rioja, 860 RECUPERACIÓN DE RIESGOS ASUMIDOS EN AVALES, 86 REMUNERACIÓN PRÉSTAMOS Y CRÉDITOS AVALADOS, 8 ACTIVOS FINANCIEROS;
00;2023-871-00;FINANCIACIÓN AFECTADA;2023;0;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 87 REMANENTE DE TESORERÍA, 871 REMANENTE DE TESORERÍA AFECTADO;
03;2023-871-03;FINANCIACIÓN MRR;2023;0;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 87 REMANENTE DE TESORERÍA, 871 REMANENTE DE TESORERÍA AFECTADO;
00;2023-912-00;RDL 17/2014 APARTADOS A,B,C Y D;2023;154869431;Comunidad Autónoma de La Rioja, 9 PASIVOS FINANCIEROS, 91 PRÉSTAMOS RECIBIDOS EN MONEDA NACIONAL, 912 PRÉSTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PÚBLICO;
02;2023-912-02;RDL 17/2014 APARTADO E DEFICIT 2022;2023;30045000;Comunidad Autónoma de La Rioja, 9 PASIVOS FINANCIEROS, 91 PRÉSTAMOS RECIBIDOS EN MONEDA NACIONAL, 912 PRÉSTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PÚBLICO;
03;2023-912-03;RDL 17/2014 APARTADO F LIQUIDACION NEGATIVA 2008-2009;2023;9900000;Comunidad Autónoma de La Rioja, 9 PASIVOS FINANCIEROS, 91 PRÉSTAMOS RECIBIDOS EN MONEDA NACIONAL, 912 PRÉSTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PÚBLICO;
00;2023-913-00;FINANCIACIÓN GENERAL;2023;122187024;Comunidad Autónoma de La Rioja, 9 PASIVOS FINANCIEROS, 91 PRÉSTAMOS RECIBIDOS EN MONEDA NACIONAL, 913 PRÉSTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DE FUERA DEL SECTOR PÚBLICO;
