Ejerc,Partida,Denominación Partida,Org_1_Sección,Org_1_Denominación,Org_1_Completa,Org_2_Servicio,Org_2_Denominación,Org_2_Completa,Org_3_Centro,Org_3_Denominación,Org_3_Completa,Func_1_Grupo,Func_1_Denominación,Func_1_Completa,Func_2_Función,Func_2_Denominación,Func_2_Completa,Func_3_Subfunción,Func_3_Denominación,Func_3_Completa,Func_4_Programa,Func_4_Denominación,Func_4_Completa,Func_5_Subprograma,Func_5_Denominación,Func_5_Completa,Ec_1_Capítulo,Ec_1_Denominación,Ec_1_Completa,Ec_2,Ec_2_Denominación,Ec_2_Completa,Ec_3,Ec_3_Denominación,Ec_3_Completa,Ec_4,Ec_4_Denominación,Ec_4_Completa,Tipo_Presupuesto,Importe,Importe M
2023,1202.92212.22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,922,POLÍTICA ECONÓMICA Y FINANCIERA,922 POLÍTICA ECONÓMICA Y FINANCIERA,9221,"PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA","9221 PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA",92212,GESTIÓN DE LA DEUDA Y DE LA TESORERIA,92212 GESTIÓN DE LA DEUDA Y DE LA TESORERIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",220,MATERIAL DE OFICINA,220 MATERIAL DE OFICINA,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES","22001 PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",NO FINANCIERO,100,0.0001
2023,1202.92212.22002,MATERIAL INFORMATICO NO INVENTARIABLE,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,922,POLÍTICA ECONÓMICA Y FINANCIERA,922 POLÍTICA ECONÓMICA Y FINANCIERA,9221,"PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA","9221 PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA",92212,GESTIÓN DE LA DEUDA Y DE LA TESORERIA,92212 GESTIÓN DE LA DEUDA Y DE LA TESORERIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",220,MATERIAL DE OFICINA,220 MATERIAL DE OFICINA,22002,MATERIAL INFORMATICO NO INVENTARIABLE,22002 MATERIAL INFORMATICO NO INVENTARIABLE,NO FINANCIERO,100,0.0001
2023,1202.92212.22606,"REUNIONES, CONFERENCIAS Y CURSOS",12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,922,POLÍTICA ECONÓMICA Y FINANCIERA,922 POLÍTICA ECONÓMICA Y FINANCIERA,9221,"PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA","9221 PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA",92212,GESTIÓN DE LA DEUDA Y DE LA TESORERIA,92212 GESTIÓN DE LA DEUDA Y DE LA TESORERIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",226,GASTOS DIVERSOS,226 GASTOS DIVERSOS,22606,"REUNIONES, CONFERENCIAS Y CURSOS","22606 REUNIONES, CONFERENCIAS Y CURSOS",NO FINANCIERO,500,0.0005
2023,1202.92212.22699,OTROS,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,922,POLÍTICA ECONÓMICA Y FINANCIERA,922 POLÍTICA ECONÓMICA Y FINANCIERA,9221,"PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA","9221 PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA",92212,GESTIÓN DE LA DEUDA Y DE LA TESORERIA,92212 GESTIÓN DE LA DEUDA Y DE LA TESORERIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",226,GASTOS DIVERSOS,226 GASTOS DIVERSOS,22699,OTROS,22699 OTROS,NO FINANCIERO,1000,0.001
2023,1202.92212.22706,ESTUDIOS Y TRABAJOS TÉCNICOS,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,922,POLÍTICA ECONÓMICA Y FINANCIERA,922 POLÍTICA ECONÓMICA Y FINANCIERA,9221,"PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA","9221 PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA",92212,GESTIÓN DE LA DEUDA Y DE LA TESORERIA,92212 GESTIÓN DE LA DEUDA Y DE LA TESORERIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,22706 ESTUDIOS Y TRABAJOS TÉCNICOS,NO FINANCIERO,1000,0.001
2023,1202.92212.22799,OTROS,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,922,POLÍTICA ECONÓMICA Y FINANCIERA,922 POLÍTICA ECONÓMICA Y FINANCIERA,9221,"PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA","9221 PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA",92212,GESTIÓN DE LA DEUDA Y DE LA TESORERIA,92212 GESTIÓN DE LA DEUDA Y DE LA TESORERIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22799,OTROS,22799 OTROS,NO FINANCIERO,200,0.0002
2023,1202.92212.23000,DIETAS,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,922,POLÍTICA ECONÓMICA Y FINANCIERA,922 POLÍTICA ECONÓMICA Y FINANCIERA,9221,"PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA","9221 PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA",92212,GESTIÓN DE LA DEUDA Y DE LA TESORERIA,92212 GESTIÓN DE LA DEUDA Y DE LA TESORERIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACION POR RAZON DEL SERVICIO,23 INDEMNIZACION POR RAZON DEL SERVICIO,230,DIETAS,230 DIETAS,23000,DIETAS,23000 DIETAS,NO FINANCIERO,1000,0.001
2023,1202.92212.23100,LOCOMOCIÓN,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,922,POLÍTICA ECONÓMICA Y FINANCIERA,922 POLÍTICA ECONÓMICA Y FINANCIERA,9221,"PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA","9221 PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA",92212,GESTIÓN DE LA DEUDA Y DE LA TESORERIA,92212 GESTIÓN DE LA DEUDA Y DE LA TESORERIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACION POR RAZON DEL SERVICIO,23 INDEMNIZACION POR RAZON DEL SERVICIO,231,LOCOMOCIÓN,231 LOCOMOCIÓN,23100,LOCOMOCIÓN,23100 LOCOMOCIÓN,NO FINANCIERO,500,0.0005
2023,1202.92212.23300,OTRAS INDEMNIZACIONES,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,922,POLÍTICA ECONÓMICA Y FINANCIERA,922 POLÍTICA ECONÓMICA Y FINANCIERA,9221,"PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA","9221 PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA",92212,GESTIÓN DE LA DEUDA Y DE LA TESORERIA,92212 GESTIÓN DE LA DEUDA Y DE LA TESORERIA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,23,INDEMNIZACION POR RAZON DEL SERVICIO,23 INDEMNIZACION POR RAZON DEL SERVICIO,233,OTRAS INDEMNIZACIONES,233 OTRAS INDEMNIZACIONES,23300,OTRAS INDEMNIZACIONES,23300 OTRAS INDEMNIZACIONES,NO FINANCIERO,100,0.0001
2023,1202.92212.62500,ADQUISICION,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,922,POLÍTICA ECONÓMICA Y FINANCIERA,922 POLÍTICA ECONÓMICA Y FINANCIERA,9221,"PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA","9221 PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA",92212,GESTIÓN DE LA DEUDA Y DE LA TESORERIA,92212 GESTIÓN DE LA DEUDA Y DE LA TESORERIA,6,INVERSIONES REALES,6 INVERSIONES REALES,62,INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS,625,MOBILIARIO Y ENSERES,625 MOBILIARIO Y ENSERES,62500,ADQUISICION,62500 ADQUISICION,NO FINANCIERO,6000,0.006
2023,1202.92212.63500,ADQUISICION,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,922,POLÍTICA ECONÓMICA Y FINANCIERA,922 POLÍTICA ECONÓMICA Y FINANCIERA,9221,"PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA","9221 PLANIFICACIÓN, PRESUPUESTO Y GESTIÓN FINANCIERA",92212,GESTIÓN DE LA DEUDA Y DE LA TESORERIA,92212 GESTIÓN DE LA DEUDA Y DE LA TESORERIA,6,INVERSIONES REALES,6 INVERSIONES REALES,63,INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,63 INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,635,MOBILIARIO Y ENSERES,635 MOBILIARIO Y ENSERES,63500,ADQUISICION,63500 ADQUISICION,NO FINANCIERO,6000,0.006
2023,1202.9251.10000,RETRIBUCIONES BÁSICAS,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,925,ESTADÍSTICA,925 ESTADÍSTICA,9251,ESTADÍSTICA,9251 ESTADÍSTICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,10,ALTOS CARGOS,10 ALTOS CARGOS,100,RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,100 RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,10000,RETRIBUCIONES BÁSICAS,10000 RETRIBUCIONES BÁSICAS,NO FINANCIERO,22010,0.02201
2023,1202.9251.10001,OTRAS REMUNERACIONES,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,925,ESTADÍSTICA,925 ESTADÍSTICA,9251,ESTADÍSTICA,9251 ESTADÍSTICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,10,ALTOS CARGOS,10 ALTOS CARGOS,100,RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,100 RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,10001,OTRAS REMUNERACIONES,10001 OTRAS REMUNERACIONES,NO FINANCIERO,41645,0.041645
2023,1202.9251.12000,SUELDO Y PAGAS EXTRAORDINARIAS,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,925,ESTADÍSTICA,925 ESTADÍSTICA,9251,ESTADÍSTICA,9251 ESTADÍSTICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,120,RETRIBUCIONES BÁSICAS,120 RETRIBUCIONES BÁSICAS,12000,SUELDO Y PAGAS EXTRAORDINARIAS,12000 SUELDO Y PAGAS EXTRAORDINARIAS,NO FINANCIERO,178156,0.178156
2023,1202.9251.12005,TRIENIOS,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,925,ESTADÍSTICA,925 ESTADÍSTICA,9251,ESTADÍSTICA,9251 ESTADÍSTICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,120,RETRIBUCIONES BÁSICAS,120 RETRIBUCIONES BÁSICAS,12005,TRIENIOS,12005 TRIENIOS,NO FINANCIERO,13430,0.01343
2023,1202.9251.12100,COMPLEMENTO DE DESTINO,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,925,ESTADÍSTICA,925 ESTADÍSTICA,9251,ESTADÍSTICA,9251 ESTADÍSTICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,121,RETRIBUCIONES COMPLEMENTARIAS,121 RETRIBUCIONES COMPLEMENTARIAS,12100,COMPLEMENTO DE DESTINO,12100 COMPLEMENTO DE DESTINO,NO FINANCIERO,81422,0.081422
2023,1202.9251.12101,COMPLEMENTO ESPECÍFICO,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,925,ESTADÍSTICA,925 ESTADÍSTICA,9251,ESTADÍSTICA,9251 ESTADÍSTICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,121,RETRIBUCIONES COMPLEMENTARIAS,121 RETRIBUCIONES COMPLEMENTARIAS,12101,COMPLEMENTO ESPECÍFICO,12101 COMPLEMENTO ESPECÍFICO,NO FINANCIERO,137164,0.137164
2023,1202.9251.16000,SEGURIDAD SOCIAL,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,925,ESTADÍSTICA,925 ESTADÍSTICA,9251,ESTADÍSTICA,9251 ESTADÍSTICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,16,"CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR","16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR",160,CUOTAS SOCIALES,160 CUOTAS SOCIALES,16000,SEGURIDAD SOCIAL,16000 SEGURIDAD SOCIAL,NO FINANCIERO,87114,0.087114
2023,1202.9251.22000,ORDINARIO NO INVENTARIABLE,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,925,ESTADÍSTICA,925 ESTADÍSTICA,9251,ESTADÍSTICA,9251 ESTADÍSTICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",220,MATERIAL DE OFICINA,220 MATERIAL DE OFICINA,22000,ORDINARIO NO INVENTARIABLE,22000 ORDINARIO NO INVENTARIABLE,NO FINANCIERO,2000,0.002
2023,1202.9251.22606,"REUNIONES, CONFERENCIAS Y CURSOS",12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,925,ESTADÍSTICA,925 ESTADÍSTICA,9251,ESTADÍSTICA,9251 ESTADÍSTICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",226,GASTOS DIVERSOS,226 GASTOS DIVERSOS,22606,"REUNIONES, CONFERENCIAS Y CURSOS","22606 REUNIONES, CONFERENCIAS Y CURSOS",NO FINANCIERO,1250,0.00125
2023,1202.9251.22699,OTROS,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,925,ESTADÍSTICA,925 ESTADÍSTICA,9251,ESTADÍSTICA,9251 ESTADÍSTICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",226,GASTOS DIVERSOS,226 GASTOS DIVERSOS,22699,OTROS,22699 OTROS,NO FINANCIERO,600,0.0006
2023,1202.9251.22706,ESTUDIOS Y TRABAJOS TÉCNICOS,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACIÓN PÚBLICA,1202,DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,1202 DIRECCIÓN GENERAL DE CONTROL PRESUPUESTARIO,,,,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARÁCTER GENERAL,92,ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,92 ADMINISTRACIÓN FINANCIERA Y TRIBUTARIA,925,ESTADÍSTICA,925 ESTADÍSTICA,9251,ESTADÍSTICA,9251 ESTADÍSTICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,22706 ESTUDIOS Y TRABAJOS TÉCNICOS,NO FINANCIERO,48000,0.048
