EJERCICIO;ID_CAPITULO;DESC_CAPITULO;ID_ARTICULO;DESC_ARTICULO;ID_CONCEPTO;DESC_CONCEPTO;ID_SUBCONCEPTO;DESC_SUBCONCEPTO;PROPUESTA
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-12;Tasa 4.27 Prestación Servicio Laboratorio Para Control Calidad De Materiales                                                                                                                                                                              ; 63361,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-13;Tasa 4.28 Ocupación Y Aprovechamiento Bienes De Dominio Público                                                                                                                                                                                           ; 50150,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-14;Tasa 4.29 Informes Y Otras Actuaciones                                                                                                                                                                                                                    ; 17059,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-15;Tasa 4.30 Reproducción De Documentos                                                                                                                                                                                                                      ; 1549,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-17;Tasa 4.32 Ordenación De Derechos Mineros                                                                                                                                                                                                                  ; 21700,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-19;Tasa 4.34 Actuaciones De Gestión De Explotaciones Mineras                                                                                                                                                                                                 ; 3300,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-25;Tasa 4.40 Servicios En Materia Forestal Y Vias Pecuarias                                                                                                                                                                                                  ; 250000,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-26;Tasa 4.41 Servicios En Materia De Caza                                                                                                                                                                                                                    ; 415574,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-27;Tasa 4.42. Permisos De Caza En Terrenos Cinegéticos Administrados Por La Car                                                                                                                                                                              ; 150000,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-28;Tasa 4.43 Servicios En Materia De Pesca                                                                                                                                                                                                                   ; 110322,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-29;Tasa 4.44 Permisos De Pesca En Cotos Fluviales                                                                                                                                                                                                            ; 25187,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-30;Tasa 4.45 Servicios En Materia De Flora Y Fauna                                                                                                                                                                                                           ; 3191,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-31;Tasa 4.46 Ocupación Y Aprovechamiento De Vias Pecuarias                                                                                                                                                                                                   ; 203737,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-32;Tasa 4.47 Servicios En Materia De Calidad Ambiental                                                                                                                                                                                                       ; 215000,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-33;Tasa 4.48 Servicios En Materia De Información Medioambiental                                                                                                                                                                                              ; 600,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-9;Actuaciones De Carácter General                                                                                                                                                                                                                           ;3-3-9-00;Tasa 9.15 Actuaciones Administrativas En Materia Juegos De Suerte, Envite O Azar                                                                                                                                                                          ; 95678,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-9;Actuaciones De Carácter General                                                                                                                                                                                                                           ;3-3-9-02;Tasa 9.17 Inscripciones Registro Mediadores Y Corredores De Seguros                                                                                                                                                                                       ; 500,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-9;Actuaciones De Carácter General                                                                                                                                                                                                                           ;3-3-9-03;Tasa 9.18 Del Boletín Oficial De La Rioja                                                                                                                                                                                                                 ; 55000,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-5;Ingresos Procedentes De Prestaciones De Asistencia Sanitaria                                                                                                                                                                                              ;3-5-0;Gestionada Por Servcio Riojano De Salud Para Financiar Sus Gastos Sanitarios                                                                                                                                                                              ;3-5-0-00;Del Sector Público                                                                                                                                                                                                                                        ; 248934,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-5;Ingresos Procedentes De Prestaciones De Asistencia Sanitaria                                                                                                                                                                                              ;3-5-0;Gestionada Por Servcio Riojano De Salud Para Financiar Sus Gastos Sanitarios                                                                                                                                                                              ;3-5-0-01;Del Sector Privado                                                                                                                                                                                                                                        ; 3633217,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-8;Reintegros                                                                                                                                                                                                                                                ;3-8-0;De Pagos De Ejercicios Anteriores                                                                                                                                                                                                                         ;3-8-0-00;De Pagos De Ejercicios Anteriores                                                                                                                                                                                                                         ; 3903848,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-9;Otros Ingresos                                                                                                                                                                                                                                            ;3-9-0;Derechos De Examen Para Provisión Plazas Parlamento                                                                                                                                                                                                       ;3-9-0-00;Derechos De Examen Para Provisión Plazas Parlamento                                                                                                                                                                                                       ; 100,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-9;Otros Ingresos                                                                                                                                                                                                                                            ;3-9-1;Recargos Y Multas                                                                                                                                                                                                                                         ;3-9-1-00;Recargos De Apremio                                                                                                                                                                                                                                       ; 356126,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-9;Otros Ingresos                                                                                                                                                                                                                                            ;3-9-1;Recargos Y Multas                                                                                                                                                                                                                                         ;3-9-1-01;Intereses De Demora                                                                                                                                                                                                                                       ; 199646,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-9;Otros Ingresos                                                                                                                                                                                                                                            ;3-9-1;Recargos Y Multas                                                                                                                                                                                                                                         ;3-9-1-02;Multas Y Sanciones                                                                                                                                                                                                                                        ; 4509726,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-9;Otros Ingresos                                                                                                                                                                                                                                            ;3-9-2;Recaudación De Tributos                                                                                                                                                                                                                                   ;3-9-2-00;Recaudación De Tributos                                                                                                                                                                                                                                   ; 3244362,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-9;Otros Ingresos                                                                                                                                                                                                                                            ;3-9-3;Indemnización Por Ocupación Temporal De Montes                                                                                                                                                                                                            ;3-9-3-00;Indemnización Por Ocupación Temporal De Montes                                                                                                                                                                                                            ; 325000,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-9;Otros Ingresos                                                                                                                                                                                                                                            ;3-9-5;Ingresos De Gestiones Diversas                                                                                                                                                                                                                            ;3-9-5-01;Instrumentos De Cobertura De Tipos De Interés (F.R.A.Y S.W.A.P.)                                                                                                                                                                                          ; 248186,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-9;Otros Ingresos                                                                                                                                                                                                                                            ;3-9-9;Ingresos Diversos                                                                                                                                                                                                                                         ;3-9-9-02;Costas Judiciales                                                                                                                                                                                                                                         ; 86113,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-9;Otros Ingresos                                                                                                                                                                                                                                            ;3-9-9;Ingresos Diversos                                                                                                                                                                                                                                         ;3-9-9-04;Otras Indemnizaciones                                                                                                                                                                                                                                     ; 1700727,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-9;Otros Ingresos                                                                                                                                                                                                                                            ;3-9-9;Ingresos Diversos                                                                                                                                                                                                                                         ;3-9-9-06;Ingresos De Diversas Mutuas De Acc. De Trabajo Y Enf. Prof. De La Seg.Soc.                                                                                                                                                                                ; 761865,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-9;Otros Ingresos                                                                                                                                                                                                                                            ;3-9-9;Ingresos Diversos                                                                                                                                                                                                                                         ;3-9-9-99;Otros Ingresos Diversos                                                                                                                                                                                                                                   ; 1412905,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-0;De La Administraciónn Del Estado                                                                                                                                                                                                                          ;4-0-1;De Departamentos Ministeriales                                                                                                                                                                                                                            ;4-0-1-00;Sanidad                                                                                                                                                                                                                                                   ; 236504,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-0;De La Administraciónn Del Estado                                                                                                                                                                                                                          ;4-0-1;De Departamentos Ministeriales                                                                                                                                                                                                                            ;4-0-1-01;Agricultura, Pesca Y Alimentación                                                                                                                                                                                                                         ; 910450,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-0;De La Administraciónn Del Estado                                                                                                                                                                                                                          ;4-0-1;De Departamentos Ministeriales                                                                                                                                                                                                                            ;4-0-1-04;Educación Formación Profesional Y Deportes                                                                                                                                                                                                                ; 6567199,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-0;De La Administraciónn Del Estado                                                                                                                                                                                                                          ;4-0-1;De Departamentos Ministeriales                                                                                                                                                                                                                            ;4-0-1-07;Ciencia, Innovación Y Universidades                                                                                                                                                                                                                       ; 162519,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-0;De La Administraciónn Del Estado                                                                                                                                                                                                                          ;4-0-1;De Departamentos Ministeriales                                                                                                                                                                                                                            ;4-0-1-17;Derechos Sociales, Consumo Y Agenda 2030                                                                                                                                                                                                                  ; 3243276,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-0;De La Administraciónn Del Estado                                                                                                                                                                                                                          ;4-0-1;De Departamentos Ministeriales                                                                                                                                                                                                                            ;4-0-1-18;Igualdad                                                                                                                                                                                                                                                  ; 2774989,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-0;De La Administraciónn Del Estado                                                                                                                                                                                                                          ;4-0-2;Participación En Los Ingresos Del Estado                                                                                                                                                                                                                  ;4-0-2-04;Transferencia Del Fondo De Garantía                                                                                                                                                                                                                       ; 147651870,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-0;De La Administraciónn Del Estado                                                                                                                                                                                                                          ;4-0-2;Participación En Los Ingresos Del Estado                                                                                                                                                                                                                  ;4-0-2-07;Fondo De Suficiencia Global                                                                                                                                                                                                                               ; 311903000,0
 00000000000000000000000000000000002025;4;Transferencias Corrientes                                                                                                                                                                                                                                 ;4-0;De La Administraciónn Del Estado                                                                                                                                                                                                                          ;4-0-2;Participación En Los Ingresos Del Estado                                                                                                                                                                                                                  ;4-0-2-12;Fondos De Convergencia Autonómica                                                                                                                                                                                                                         ; 16551500,0
