#Partida_completa,Orgánica_completa,Funcional_Completa,Económica_completa,Org1_Seccion,Org1_Denominación,Org1_Completa,Org2_Servicio,Org2_Denominación,Org2_Completa,Org3_Centro,Org3_Denominación,Org3_Completa,Ec1_Capítulo,Ec1_Denominación,Ec1_Completa,Ec2_Artículo,Ec2_Denominación,Ec2_Completa,Ec3_Concepto,Ec3_Denominación,Ec3_Completa,Ec4_Subconcepto,Ec4_Denominación,Ec4_Completa,Func1_Grupo,Func1_Denominación,Func1_Completa,Func2_Función,Func2_Denominación,Func2_Completa,Func3_Subfunción,Func3_Denominación,Func3_Completa,Func4_Programa,Func4_Denominación,Func4_Completa,Func5_Subprograma,Func5_Denominación,Func5_Completa,Presupuesto
1201.1411.21200,1201,1411,21200,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,21,"REPARACIONES, MANTENIMIENTO Y CONSERVACION","21 REPARACIONES, MANTENIMIENTO Y CONSERVACION",212,EDIFICIOS Y OTRAS CONSTRUCCIONES,212 EDIFICIOS Y OTRAS CONSTRUCCIONES,21200,INMOVILIZADO PROPIO,21200 INMOVILIZADO PROPIO,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,14,ACCIÓN EXTERIOR,14 ACCION EXTERIOR,141,ACCIÓN EXTERIOR,141 ACCION EXTERIOR,1411,ACCIÓN EXTERIOR,1411 ACCION EXTERIOR,,,,50000
1201.1411.22100,1201,1411,22100,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22100,ENERGIA ELECTRICA,22100 ENERGIA ELECTRICA,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,14,ACCIÓN EXTERIOR,14 ACCION EXTERIOR,141,ACCIÓN EXTERIOR,141 ACCION EXTERIOR,1411,ACCIÓN EXTERIOR,1411 ACCION EXTERIOR,,,,10000
1201.1411.22101,1201,1411,22101,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22101,AGUA,22101 AGUA,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,14,ACCIÓN EXTERIOR,14 ACCION EXTERIOR,141,ACCIÓN EXTERIOR,141 ACCION EXTERIOR,1411,ACCIÓN EXTERIOR,1411 ACCION EXTERIOR,,,,10000
1201.1411.22103,1201,1411,22103,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22103,COMBUSTIBLES Y CARBURANTES,22103 COMBUSTIBLES Y CARBURANTES,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,14,ACCIÓN EXTERIOR,14 ACCION EXTERIOR,141,ACCIÓN EXTERIOR,141 ACCION EXTERIOR,1411,ACCIÓN EXTERIOR,1411 ACCION EXTERIOR,,,,10000
1201.1411.22199,1201,1411,22199,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",221,SUMINISTROS,221 SUMINISTROS,22199,OTROS SUMINISTROS,22199 OTROS SUMINISTROS,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,14,ACCIÓN EXTERIOR,14 ACCION EXTERIOR,141,ACCIÓN EXTERIOR,141 ACCION EXTERIOR,1411,ACCIÓN EXTERIOR,1411 ACCION EXTERIOR,,,,5000
1201.1411.22606,1201,1411,22606,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",226,GASTOS DIVERSOS,226 GASTOS DIVERSOS,22606,"REUNIONES, CONFERENCIAS Y CURSOS","22606 REUNIONES, CONFERENCIAS Y CURSOS",1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,14,ACCIÓN EXTERIOR,14 ACCION EXTERIOR,141,ACCIÓN EXTERIOR,141 ACCION EXTERIOR,1411,ACCIÓN EXTERIOR,1411 ACCION EXTERIOR,,,,50000
1201.1411.22706,1201,1411,22706,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,22,"MATERIAL, SUMINISTROS Y OTROS","22 MATERIAL, SUMINISTROS Y OTROS",227,TRABAJOS REALIZADOS POR OTRAS EMPRESAS,227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,22706 ESTUDIOS Y TRABAJOS TECNICOS,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,14,ACCIÓN EXTERIOR,14 ACCION EXTERIOR,141,ACCIÓN EXTERIOR,141 ACCION EXTERIOR,1411,ACCIÓN EXTERIOR,1411 ACCION EXTERIOR,,,,50000
1201.1411.48100,1201,1411,48100,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,4,TRANSFERENCIAS CORRIENTES,4 TRANSFERENCIAS CORRIENTES,48,A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO,48 A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO,481,CASAS Y CENTROS RIOJANOS EN ESPAÑA,481 CASAS Y CENTROS RIOJANOS EN ESPAÑA,48100,CASAS Y CENTROS RIOJANOS EN ESPAÑA,48100 CASAS Y CENTROS RIOJANOS EN ESPAÑA,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,14,ACCIÓN EXTERIOR,14 ACCION EXTERIOR,141,ACCIÓN EXTERIOR,141 ACCION EXTERIOR,1411,ACCIÓN EXTERIOR,1411 ACCION EXTERIOR,,,,160000
1201.1411.49000,1201,1411,49000,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,4,TRANSFERENCIAS CORRIENTES,4 TRANSFERENCIAS CORRIENTES,49,AL EXTERIOR,49 AL EXTERIOR,490,CASAS Y CENTROS RIOJANOS EN EL EXTRANJERO,490 CASAS Y CENTROS RIOJANOS EN EL EXTRANJERO,49000,CASAS Y CENTROS RIOJANOS EN EL EXTRANJERO,49000 CASAS Y CENTROS RIOJANOS EN EL EXTRANJERO,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,14,ACCIÓN EXTERIOR,14 ACCION EXTERIOR,141,ACCIÓN EXTERIOR,141 ACCION EXTERIOR,1411,ACCIÓN EXTERIOR,1411 ACCION EXTERIOR,,,,150000
1201.1411.63200,1201,1411,63200,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,6,INVERSIONES REALES,6 INVERSIONES REALES,63,INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,63 INVERSION DE REPOSICION ASOCIADA AL FUNCION. OPERAT. DE LOS SERVICIOS,632,EDIFICIOS Y OTRAS CONSTRUCCIONES,632 EDIFICIOS Y OTRAS CONSTRUCCIONES,63200,ADQUISICION,63200 ADQUISICION,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PUBLICOS BASICOS,14,ACCIÓN EXTERIOR,14 ACCION EXTERIOR,141,ACCIÓN EXTERIOR,141 ACCION EXTERIOR,1411,ACCIÓN EXTERIOR,1411 ACCION EXTERIOR,,,,50000
1201.9111.10000,1201,9111,10000,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,10,ALTOS CARGOS,10 ALTOS CARGOS,100,RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,100 RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,10000,RETRIBUCIONES BÁSICAS,10000 RETRIBUCIONES BASICAS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,93587
1201.9111.10001,1201,9111,10001,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,10,ALTOS CARGOS,10 ALTOS CARGOS,100,RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,100 RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,10001,OTRAS REMUNERACIONES,10001 OTRAS REMUNERACIONES,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,43707
1201.9111.11000,1201,9111,11000,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,11,PERSONAL EVENTUAL,11 PERSONAL EVENTUAL,110,RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE PERSONAL EVENTUAL,110 RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE PERSONAL EVENTUAL,11000,RETRIBUCIONES BÁSICAS,11000 RETRIBUCIONES BASICAS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,50460
1201.9111.11001,1201,9111,11001,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,11,PERSONAL EVENTUAL,11 PERSONAL EVENTUAL,110,RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE PERSONAL EVENTUAL,110 RETRIBUCIONES BASICAS Y OTRAS REMUNERACIONES DE PERSONAL EVENTUAL,11001,OTRAS REMUNERACIONES,11001 OTRAS REMUNERACIONES,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,15447
1201.9111.12000,1201,9111,12000,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,120,RETRIBUCIONES BÁSICAS,120 RETRIBUCIONES BASICAS,12000,SUELDO Y PAGAS EXTRAORDINARIAS,12000 SUELDO Y PAGAS EXTRAORDINARIAS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,800094
1201.9111.12005,1201,9111,12005,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,120,RETRIBUCIONES BÁSICAS,120 RETRIBUCIONES BASICAS,12005,TRIENIOS,12005 TRIENIOS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,68039
1201.9111.12100,1201,9111,12100,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,121,RETRIBUCIONES COMPLEMENTARIAS,121 RETRIBUCIONES COMPLEMENTARIAS,12100,COMPLEMENTO DE DESTINO,12100 COMPLEMENTO DE DESTINO,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,329380
1201.9111.12101,1201,9111,12101,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,121,RETRIBUCIONES COMPLEMENTARIAS,121 RETRIBUCIONES COMPLEMENTARIAS,12101,COMPLEMENTO ESPECÍFICO,12101 COMPLEMENTO ESPECIFICO,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,538186
1201.9111.12104,1201,9111,12104,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,121,RETRIBUCIONES COMPLEMENTARIAS,121 RETRIBUCIONES COMPLEMENTARIAS,12104,OTRAS REMUNERACIONES,12104 OTRAS REMUNERACIONES,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,1489
1201.9111.13000,1201,9111,13000,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,130,LABORAL FIJO,130 LABORAL FIJO,13000,RETRIBUCIONES BÁSICAS,13000 RETRIBUCIONES BASICAS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,274014
1201.9111.13001,1201,9111,13001,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,130,LABORAL FIJO,130 LABORAL FIJO,13001,OTRAS REMUNERACIONES,13001 OTRAS REMUNERACIONES,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,226863
1201.9111.13002,1201,9111,13002,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,130,LABORAL FIJO,130 LABORAL FIJO,13002,HORAS EXTRAORDINARIAS,13002 HORAS EXTRAORDINARIAS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,6272
1201.9111.13100,1201,9111,13100,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,131,LABORAL TEMPORAL,131 LABORAL TEMPORAL,13100,RETRIBUCIONES BÁSICAS,13100 RETRIBUCIONES BASICAS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,14927
1201.9111.13101,1201,9111,13101,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,131,LABORAL TEMPORAL,131 LABORAL TEMPORAL,13101,OTRAS REMUNERACIONES,13101 OTRAS REMUNERACIONES,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,14927
1201.9111.13102,1201,9111,13102,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,131,LABORAL TEMPORAL,131 LABORAL TEMPORAL,13102,HORAS EXTRAORDINARIAS,13102 HORAS EXTRAORDINARIAS,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,933
1201.9111.15100,1201,9111,15100,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,15,INCENTIVOS AL RENDIMIENTO,15 INCENTIVOS AL RENDIMIENTO,151,GRATIFICACIONES,151 GRATIFICACIONES,15100,GRATIFICACIONES,15100 GRATIFICACIONES,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,13730
1201.9111.16000,1201,9111,16000,12,HACIENDA Y ADMINISTRACIÓN PÚBLICA,12 HACIENDA Y ADMINISTRACION PUBLICA,1201,SECRETARÍA GENERAL TÉCNICA,1201 SECRETARIA GENERAL TECNICA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,16,"CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR","16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR",160,CUOTAS SOCIALES,160 CUOTAS SOCIALES,16000,SEGURIDAD SOCIAL,16000 SEGURIDAD SOCIAL,9,ACTUACIONES DE CARÁCTER GENERAL,9 ACTUACIONES DE CARACTER GENERAL,91,SERVICIOS DE CARÁCTER GENERAL,91 SERVICIOS DE CARACTER GENERAL,911,SERVICIOS DE CARÁCTER GENERAL,911 SERVICIOS DE CARACTER GENERAL,9111,SERVICIOS DE CARÁCTER GENERAL Y ATENCIÓN AL CIUDADANO,9111 SERVICIOS DE CARACTER GENERAL Y ATENCION AL CIUDADANO,,,,603311
